  -5.28024  -5.09384  -2.46848  -4.80609  -4.69841  -2.30585  -6.81638  -4.49475   6.69337  11.11536   8.89229   6.69337   4.49475   2.27213   2.30585   2.34921   2.40305   4.93697   5.09384   5.28024
   4.78577   1.50002  -0.25494  -0.91342  -2.82382  -2.88641  -4.62582  -2.65939   2.77407   7.46019   6.21629   5.88372   3.29870   2.02422   0.36320  -0.99612  -0.31219   0.80957   2.24407   4.78577
   0.00000  -0.09793  -1.07110  -0.43029  -2.44021  -1.68025  -3.34818  -2.56567   1.51670   6.14131   4.41536   4.48826   3.78194   3.55428   2.14917  -1.17407   0.00324   0.55170   3.63972  13.13735
   0.00000  -0.07877  -1.45319   0.39805  -1.18112   0.52622  -1.07648   0.14290   2.68484   4.54084   0.77539   1.52811   4.91214   4.97908   1.03492  -5.25560  -3.20100  -1.83101   1.94293  12.12552
  -7.52080  -1.47307  -2.48468   0.08695  -0.74153   2.30158   0.33455   0.64136   2.67373   5.51565   2.36482   3.87686   8.80533   6.79985  -1.71852 -10.23859  -5.72156  -2.26316   3.38289  15.04160
  -3.52464   0.95366  -1.28578   1.35553   1.10912   3.05609   1.18528   1.77067   3.49745   7.51126   6.52217   6.47506   8.90299   5.09581  -6.91959 -16.54417  -7.69666  -0.90735   6.27457  17.62318
   3.32678   2.86761  -0.10289   2.65208   1.59381   0.82386  -0.77072   1.15148   3.07057   7.82004   9.02944   7.82916   8.38705   4.39171  -9.62314 -20.27853  -8.53321   1.12397  10.17237  19.96069
  -3.16082  -0.21391  -2.15784   0.47458  -1.05684  -2.34519  -3.39942   0.74874   3.75109   9.05938  10.20353   6.99141   5.95294   0.74866 -12.73755 -21.54119  -7.09564   5.64452  14.91005  15.80410
  -9.06609  -5.48672  -6.50820  -4.48267  -5.42649  -5.67810  -5.12214  -0.53369   3.31702   9.99772  10.79807   6.90390   3.60570  -4.95031 -16.28125 -20.12808  -2.29678  12.19748  22.56566  24.17623
  -8.71995  -9.18319  -9.47317  -7.21610  -8.07895  -7.50747  -4.73861   0.15515   4.00063  10.49758  10.84215   6.73751  -0.05686 -11.36168 -19.74919 -19.11748  -0.28823  15.21038  26.43406  20.34654
 -16.86996 -13.43541 -12.15783  -9.84359 -10.22017  -8.57038  -3.83925   2.44967   6.09824  10.44356  10.30935   5.96995  -2.24510 -12.55649 -18.06284 -15.30893   2.07885  16.79378  25.36221  22.49329
 -13.67303 -13.74011 -12.84900 -10.83744 -10.21315  -7.56699  -2.88596   3.69719   8.82468  12.85831  13.18967   9.54994   1.17068  -9.11213 -15.33105 -12.54179   3.35227  16.72423  19.46647  16.40764
 -18.71420 -15.13733 -13.37124 -10.14937  -7.81093  -4.46367  -0.50009   5.46805  10.40183  13.03362  13.56254   9.69760   1.36533  -5.96638  -9.64005  -6.92109   6.27152  17.89820  17.02157  18.71420
 -13.13253 -12.40408  -9.82040  -5.98278  -3.34856  -1.56159   0.65708   6.42612  14.37456  18.21402  17.35442  11.25721   2.17957  -5.87579  -9.78951  -6.89696   3.51414  14.61858  13.31568  13.13253
 -10.36914  -9.58848  -7.11810  -3.69633  -1.43542   0.08833   1.94549   6.79578  14.09294  18.55756  19.78489  13.31568   3.50415  -4.16066  -7.29763  -2.87605   6.01010  14.23803  14.03498  18.14599
 -12.84735 -10.23121  -5.10656  -1.27725   0.00000   1.28409   2.57739   6.46514  20.74200  29.85845  22.06929  12.96375   5.17211  -3.86609 -12.84086 -10.23999   0.00000   5.10656  10.23121  12.84735
