  21.12096  10.18768   9.87393   9.61219  -0.00000   4.61171   9.08851   4.49475   4.46225   4.44615   8.89229  13.38674   8.98950   9.08851   9.22341  14.09524  14.41828  14.81090  10.18768  10.56048
  11.96443   9.25371   4.49286   4.38092   8.57741   8.42879   4.15655   4.11407  -0.00000   4.07236   8.14473  12.25855  12.34222  12.46964   8.42879  12.86611  13.14275  17.97146  18.50743   9.57155
  10.94779  16.96856  16.50608  16.11938  11.85050   7.77188   7.67186   3.79921   3.77509  11.28943  15.05258  15.10037  -3.79921   3.83593  15.54375  11.85050  20.14922  12.37956  16.96856  13.13734
  20.20920  31.38208  26.75541  22.42864  22.01283  25.29065  28.55579  21.22534  10.54981  -0.00000  -0.00000 -10.54981   3.53756   7.13895  14.45180  25.68164  18.69054  22.93320  15.69104  14.14644
  26.32281  25.59340  21.40942  20.96832  17.17091  20.31256  13.39004  16.59848  19.80866   9.87722  -3.29241   3.30144  16.59848  13.39004  20.31256  17.17091  17.47360  14.27295  14.62480  11.28120
  22.91013  10.29912  13.42327  13.16547  19.43030  19.17469  15.81349  12.55385   9.36773  12.45885  12.45885  12.49030  15.69231  25.30159  25.56625  25.90706  23.03958  23.49072  17.16520  12.33622
   8.31695   6.49214   6.35636   9.36500  18.45200  18.22907  21.06579  14.94180  14.87296  11.87114  11.87114  14.87296  11.95344  21.06579  24.30543  24.60266  21.85167  12.71271   9.73820  13.30712
  -7.90205  -9.26904   6.06014  14.90329  14.70157  17.44861  17.29949  17.19085  17.11994  17.08494  14.23745  11.41329  17.19085  25.94923  29.08103  35.28377  29.80658  18.18043  15.44841   9.48246
  -7.55507  -0.00000   5.81475   8.59336  11.31858  11.20813  13.90431  19.35866  16.53332  16.50387  11.00258   8.26666  11.06209  30.58949  44.83254  33.95574  22.91564  26.16638   8.87844   9.06609
   1.45332  11.40790   8.42048  11.07999  13.70218  16.30341  10.79850  18.80886  18.75176  18.72378  18.72378  13.39411  16.12189   5.39925  -0.00000   2.74044  16.61999  14.03414  14.25988  11.62660
   8.43498  11.05745  13.62914  18.86408  21.36346  21.21273  23.73787  10.51046  10.48519   7.85468   5.23645   7.86389  -2.62762 -13.18771 -15.90955 -10.68173  -8.08461   5.45165   8.29309  12.65247
  15.04033  21.55505  18.63604  23.73436  15.70727  10.41397   5.18626  12.93025  10.32669  10.31835   2.57959  -2.58167  -2.58605 -10.37252 -26.03493 -23.56090 -18.46005 -21.29833  -0.00000   5.46921
  20.05093  18.48121  20.91628   7.78600   5.16286   2.57176   7.69607   2.56137  10.23650   2.55813  -0.00000  -2.55912 -12.80687 -12.82678 -15.43055 -20.65143 -18.16733  -5.22907  -5.28035  -1.33673
  23.63856  20.80157  12.90593   7.70466   2.56008  -0.00000  -0.00000   5.10621   2.55329  -0.00000  -0.00000  -0.00000  -2.55310 -17.87509 -10.22229  -5.12016  -5.13644  -7.74356  -2.60020  -3.93976
  14.25756   7.71939   7.68329   5.10974   2.55310   2.55444  -0.00000  -0.00000  -0.00000  -2.56604  -2.56604  -2.56429  -2.56119  -2.55756 -10.21777  -2.55310  -2.55487  -2.56110  -5.14626  -3.88843
   5.13894   7.67341   7.65983   5.10901   2.56000   2.56817  -0.00000  -0.00000  -0.00000  -2.59639  -2.59639  -2.59275  -2.58606  -2.57739 -10.27269  -2.56000  -2.55451  -2.55328  -5.11560  -0.00000
